materials,Product 1,Product 2,Product 3,Product 4,Product 5,Product 6,Product 7,Product 8,Product 9,Product 10,Product 11,Product 12,Product 13,Product 14,Product 15,Product 16,Product 17,Product 18,Product 19,Product 20,Product 21,Product 22,Product 23,Product 24,Product 25,Product 26,Product 27,Product 28,Product 29,Product 30,Product 31,Product 32,Product 33,Product 34,Product 35,Product 36,Product 37,Product 38,Product 39,Product 40,Product 41,Product 42,Product 43,Product 44,Product 45,Product 46,Product 47,Product 48,Product 49,Product 50,Product 51,Product 52,Product 53,Product 54,Product 55,Product 56,Product 57,Product 58,Product 59,Product 60,Product 61,Product 62,Product 63,Product 64,Product 65,Product 66,Product 67,Product 68,Product 69,Product 70,Product 71,Product 72,Product 73,Product 74,Product 75,Product 76,Product 77,Product 78,Product 79,Product 80,Product 81,Product 82,Product 83,Product 84,Product 85,Product 86,Product 87,Product 88,Product 89,Product 90,Product 91,Product 92,Product 93,Product 94,Product 95,Product 96,Product 97,Product 98,Product 99,Product 100
258,0.0,0.0,0.0,38.92,0.0,48.62,0.0,55.68,0.0,0.0,0.0,41.72,32.96,0.0,40.34,0.0,0.0,0.0,38.43,19.77,0.0,62.4,37.12,0.0,0.0,0.0,0.0,0.0,58.32,0.0,38.2,0.0,0.0,0.0,72.03,30.7,0.0,0.0,61.17,0.0,0.0,0.0,0.0,0.0,40.89,0.0,0.0,24.11,25.98,0.0,0.0,69.26,0.0,0.0,0.0,35.88,0.0,0.0,0.0,0.0,0.0,24.97,0.0,52.24,0.0,22.06,0.0,0.0,0.0,58.14,0.0,42.18,0.0,53.0,0.0,0.0,0.0,37.69,0.0,0.0,0.0,51.59,0.0,47.41,0.0,0.0,46.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.34,57.08,33.15,0.0,0.0
259,55.74,0.0,47.66,0.0,0.0,0.0,31.16,35.51,0.0,0.0,0.0,0.0,43.91,59.82,45.08,0.0,38.91,46.34,0.0,29.91,0.0,0.0,0.0,0.0,0.0,0.0,21.25,0.0,26.56,0.0,0.0,0.0,0.0,23.27,0.0,0.0,31.35,52.51,0.0,0.0,0.0,59.3,33.95,22.28,0.0,0.0,0.0,28.25,0.0,0.0,0.0,31.05,0.0,26.42,25.93,0.0,0.0,0.0,0.0,40.48,0.0,0.0,40.78,0.0,37.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.64,0.0,38.88,0.0,0.0,0.0,0.0,35.02,0.0,54.04,27.08,27.36,0.0,0.0,0.0,49.61,0.0
260,0.0,0.0,51.41,0.0,0.0,0.0,0.0,0.0,26.43,0.0,0.0,24.69,0.0,0.0,0.0,25.67,0.0,0.0,0.0,0.0,34.13,0.0,0.0,25.78,30.81,0.0,41.68,35.76,0.0,19.27,0.0,0.0,0.0,17.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.02,0.0,0.0,0.0,0.0,0.0,33.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.33,49.22,0.0,0.0,60.89,0.0,51.96,0.0,0.0,0.0,22.13,40.49,0.0,43.1,0.0,32.05,0.0,0.0,0.0,45.31,0.0,0.0,29.06,0.0,0.0,48.06,29.92,22.34,0.0,0.0,0.0,0.0,30.28,0.0,34.85,0.0,0.0,33.7,31.82,0.0,32.2,0.0,74.03,53.42
261,0.0,0.0,0.0,42.78,0.0,0.0,0.0,0.0,49.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.65,0.0,0.0,0.0,0.0,0.0,0.0,40.0,12.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.19,37.12,0.0,0.0,0.0,0.0,38.34,0.0,45.06,0.0,0.0,0.0,0.0,48.55,0.0,0.0,0.0,0.0,36.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.56,37.6,51.3,0.0,31.16,0.0,34.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.11,0.0,43.96,12.22,43.6,0.0,0.0,60.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.99,0.0,0.0,0.0,0.0,44.93,0.0,0.0,0.0,0.0
262,0.0,0.0,19.07,0.0,34.25,0.0,26.96,0.0,0.0,0.0,0.0,0.0,33.28,0.0,47.57,0.0,0.0,32.48,0.0,0.0,0.0,57.14,0.0,36.19,48.33,61.43,0.0,0.0,37.52,0.0,0.0,40.88,29.15,21.06,0.0,0.0,39.35,26.34,0.0,53.16,26.47,0.0,47.71,33.12,76.29,0.0,42.9,75.89,36.31,0.0,0.0,0.0,0.0,42.88,0.0,0.0,0.0,0.0,31.13,40.27,0.0,0.0,0.0,0.0,35.97,0.0,0.0,0.0,0.0,0.0,38.51,63.97,0.0,0.0,38.91,0.0,0.0,47.41,0.0,24.61,38.28,36.29,0.0,50.44,42.78,24.62,0.0,40.21,42.27,49.33,0.0,0.0,0.0,0.0,22.67,36.87,0.0,70.99,0.0,0.0
263,0.0,0.0,0.0,0.0,40.56,0.0,52.92,25.82,28.22,54.06,0.0,30.72,0.0,37.27,0.0,0.0,0.0,0.0,0.0,0.0,33.69,0.0,0.0,38.02,0.0,0.0,0.0,0.0,0.0,35.34,0.0,0.0,0.0,0.0,0.0,0.0,43.96,0.0,34.71,0.0,0.0,0.0,0.0,0.0,0.0,28.29,0.0,0.0,45.76,28.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.86,62.73,0.0,0.0,0.0,0.0,61.01,0.0,0.0,72.14,0.0,22.94,26.52,0.0,0.0,0.0,0.0,32.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.04,0.0,0.0,0.0,0.0,31.55,63.83,0.0,0.0,0.0
264,0.0,30.95,0.0,0.0,0.0,0.0,0.0,36.26,0.0,0.0,0.0,45.04,55.42,0.0,0.0,32.01,0.0,46.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.15,0.0,57.69,34.32,0.0,59.49,28.61,0.0,0.0,0.0,48.21,0.0,27.62,0.0,0.0,0.0,0.0,0.0,43.41,0.0,0.0,0.0,36.72,31.94,23.35,0.0,0.0,0.0,0.0,19.74,50.35,0.0,0.0,0.0,0.0,42.84,0.0,11.18,42.79,42.88,25.48,0.0,0.0,39.48,0.0,0.0,55.8,0.0,0.0,0.0,56.55,28.12,49.29,0.0,51.99,0.0,0.0,0.0,49.19,23.47,0.0,17.58,25.43,32.48,0.0,36.8,0.0,0.0,0.0,0.0,0.0,0.0,31.27,35.65,0.0
265,52.92,28.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.58,0.0,48.98,28.24,0.0,0.0,0.0,57.47,0.0,0.0,0.0,31.24,0.0,0.0,60.6,43.04,48.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.23,12.87,63.24,0.0,0.0,0.0,38.89,39.65,0.0,0.0,0.0,0.0,48.11,0.0,0.0,0.0,0.0,59.61,0.0,0.0,44.43,21.1,37.03,32.44,0.0,18.58,0.0,0.0,22.23,0.0,0.0,0.0,49.99,71.73,54.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.85,0.0,0.0,0.0,0.0,32.12,0.0,0.0,32.15,0.0,0.0,0.0,0.0,0.0,34.77,0.0,0.0,0.0,0.0,20.94,0.0
266,0.0,0.0,24.4,0.0,0.0,0.0,0.0,27.54,0.0,0.0,24.47,0.0,0.0,0.0,29.31,0.0,0.0,26.38,34.75,25.31,0.0,0.0,0.0,42.79,0.0,0.0,0.0,28.03,0.0,0.0,0.0,0.0,0.0,28.53,45.63,0.0,42.82,0.0,0.0,0.0,0.0,16.97,28.84,41.16,0.0,32.36,0.0,0.0,54.17,0.0,0.0,0.0,0.0,36.52,0.0,0.0,0.0,0.0,0.0,0.0,29.77,0.0,0.0,0.0,0.0,0.0,47.18,0.0,0.0,46.99,0.0,0.0,0.0,0.0,0.0,0.0,62.44,0.0,25.81,0.0,0.0,41.66,0.0,30.6,0.0,0.0,0.0,23.62,39.54,0.0,0.0,0.0,47.33,0.0,0.0,46.78,0.0,49.03,0.0,0.0
267,0.0,0.0,22.52,0.0,0.0,0.0,0.0,29.41,0.0,0.0,0.0,28.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.49,0.0,33.79,0.0,0.0,0.0,0.0,26.7,0.0,37.05,0.0,0.0,38.84,0.0,32.78,0.0,0.0,27.3,33.69,0.0,17.5,42.33,0.0,0.0,0.0,0.0,0.0,65.96,0.0,0.0,0.0,0.0,40.97,0.0,31.68,0.0,0.0,0.0,49.97,0.0,0.0,21.34,0.0,51.72,0.0,0.0,37.1,0.0,30.67,0.0,0.0,45.69,0.0,0.0,0.0,84.49,0.0,0.0,0.0,29.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.85,50.05,34.33,0.0,26.7
268,41.9,0.0,0.0,67.87,0.0,0.0,0.0,58.49,0.0,0.0,0.0,33.19,23.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.44,0.0,0.0,0.0,0.0,0.0,37.73,0.0,0.0,31.15,0.0,0.0,23.05,41.41,0.0,0.0,0.0,0.0,0.0,57.96,0.0,0.0,0.0,49.04,0.0,0.0,34.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.28,0.0,0.0,48.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.1,0.0,0.0,38.37,35.49,32.27,0.0,0.0,0.0,0.0,0.0,30.18,0.0,32.58,0.0,0.0,0.0,62.37,0.0,0.0,41.25,0.0,0.0,0.0,0.0,44.18,0.0,50.7,0.0
269,0.0,0.0,0.0,0.0,0.0,0.0,43.83,0.0,0.0,47.52,0.0,0.0,16.9,42.67,0.0,0.0,32.36,54.76,0.0,0.0,0.0,35.8,34.71,0.0,0.0,0.0,48.5,66.25,0.0,0.0,36.6,0.0,0.0,0.0,0.0,66.08,22.33,33.1,0.0,0.0,0.0,0.0,0.0,35.42,0.0,21.92,0.0,0.0,0.0,0.0,0.0,18.52,37.84,0.0,0.0,0.0,27.58,20.32,0.0,35.0,0.0,0.0,29.69,31.64,0.0,26.92,39.33,0.0,0.0,0.0,0.0,0.0,39.54,23.07,0.0,0.0,49.78,0.0,0.0,0.0,0.0,0.0,0.0,37.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.25,0.0,0.0,0.0,0.0,0.0
270,0.0,0.0,0.0,46.14,0.0,35.12,0.0,0.0,0.0,0.0,0.0,0.0,53.11,0.0,0.0,41.04,0.0,0.0,0.0,34.06,0.0,41.99,0.0,0.0,0.0,35.03,0.0,46.53,0.0,0.0,20.27,0.0,0.0,0.0,0.0,40.48,0.0,58.18,0.0,0.0,0.0,0.0,48.94,41.25,0.0,0.0,0.0,0.0,0.0,56.21,0.0,0.0,60.56,32.2,0.0,0.0,0.0,43.74,0.0,0.0,0.0,0.0,0.0,41.5,25.71,0.0,51.36,0.0,55.31,0.0,0.0,0.0,20.66,0.0,0.0,0.0,0.0,45.77,0.0,0.0,0.0,0.0,28.13,0.0,0.0,0.0,0.0,0.0,0.0,33.11,0.0,51.13,35.15,39.15,0.0,0.0,0.0,0.0,0.0,0.0
271,0.0,0.0,36.06,0.0,43.32,0.0,0.0,0.0,0.0,32.07,27.05,14.17,0.0,34.08,31.95,0.0,0.0,50.96,59.46,0.0,0.0,0.0,0.0,62.85,0.0,0.0,33.62,0.0,0.0,61.11,0.0,0.0,0.0,22.66,79.76,0.0,0.0,0.0,0.0,0.0,0.0,63.09,0.0,0.0,0.0,0.0,39.7,0.0,0.0,0.0,27.86,0.0,69.71,49.76,0.0,46.02,49.24,33.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.18,0.0,0.0,0.0,19.42,31.79,0.0,0.0,0.0,0.0,0.0,19.07,29.09,0.0,47.72,0.0,38.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.54,0.0,0.0,0.0,35.14,77.14,34.72,41.0,0.0
272,0.0,59.35,0.0,50.69,0.0,27.26,0.0,0.0,0.0,0.0,22.19,27.66,0.0,0.0,0.0,26.02,0.0,51.04,0.0,0.0,0.0,0.0,35.61,43.49,0.0,19.96,0.0,0.0,60.94,30.27,0.0,0.0,32.35,30.2,66.45,52.57,0.0,0.0,0.0,32.71,49.83,30.59,32.69,0.0,0.0,39.51,31.59,30.27,57.58,0.0,0.0,0.0,36.58,29.15,40.29,0.0,0.0,0.0,24.8,0.0,0.0,57.29,26.92,34.28,0.0,0.0,50.55,0.0,0.0,0.0,15.65,0.0,29.1,0.0,22.5,0.0,0.0,0.0,51.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.33,0.0,32.56,40.63,0.0,0.0,42.91,0.0,0.0
273,0.0,0.0,0.0,0.0,0.0,46.13,54.94,0.0,0.0,34.15,0.0,0.0,0.0,63.22,42.45,30.88,0.0,0.0,0.0,46.64,26.03,0.0,0.0,0.0,0.0,40.77,0.0,0.0,59.03,0.0,0.0,0.0,44.82,0.0,0.0,0.0,0.0,0.0,42.54,0.0,0.0,0.0,0.0,0.0,32.3,0.0,33.71,18.21,0.0,51.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.85,39.37,0.0,0.0,0.0,0.0,0.0,0.0,37.48,26.75,0.0,34.76,0.0,32.74,0.0,63.46,0.0,26.33,0.0,0.0,40.4,0.0,29.36,0.0,73.68,63.27,0.0,0.0,0.0,70.13,0.0,38.24,0.0,46.27,34.07,0.0,0.0,36.39,0.0,55.45,50.53
274,0.0,0.0,29.53,80.17,0.0,0.0,0.0,0.0,23.49,0.0,0.0,39.96,47.67,32.12,0.0,0.0,0.0,0.0,0.0,58.81,0.0,0.0,0.0,0.0,0.0,35.32,0.0,0.0,0.0,0.0,0.0,23.61,23.62,0.0,0.0,43.27,0.0,0.0,0.0,0.0,0.0,69.19,0.0,0.0,0.0,0.0,0.0,44.61,25.34,39.8,0.0,61.58,33.93,0.0,0.0,0.0,22.02,0.0,0.0,0.0,41.8,0.0,45.14,65.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.12,51.12,0.0,0.0,55.62,0.0,0.0,0.0,60.43,26.07,46.06,0.0,0.0,35.56,42.78,68.09,0.0,0.0,53.65,0.0,0.0,0.0,33.73,0.0,0.0,0.0,0.0,0.0,40.15
275,0.0,0.0,35.09,0.0,0.0,0.0,30.22,0.0,47.96,0.0,0.0,59.99,0.0,0.0,38.38,0.0,0.0,0.0,0.0,0.0,37.82,0.0,0.0,50.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.19,0.0,0.0,43.98,0.0,28.1,0.0,0.0,23.54,43.81,0.0,0.0,0.0,0.0,0.0,25.12,0.0,22.71,0.0,0.0,33.22,0.0,40.24,50.53,0.0,0.0,0.0,0.0,0.0,52.54,0.0,0.0,31.97,0.0,0.0,0.0,0.0,0.0,0.0,40.27,48.54,0.0,32.46,0.0,51.93,0.0,0.0,0.0,0.0,29.4,0.0,28.33,0.0,24.85,68.5,0.0,29.1,35.2,0.0,0.0,0.0,0.0,0.0,0.0,31.3,0.0,45.89,0.0,0.0
276,0.0,0.0,0.0,0.0,0.0,0.0,28.55,33.61,65.92,34.84,0.0,0.0,54.72,0.0,0.0,0.0,0.0,37.3,27.45,0.0,31.42,0.0,45.29,0.0,0.0,36.93,0.0,0.0,0.0,35.07,0.0,47.12,41.32,0.0,0.0,41.76,0.0,0.0,0.0,0.0,0.0,0.0,76.29,0.0,26.66,0.0,0.0,0.0,55.8,0.0,19.94,0.0,0.0,0.0,0.0,47.87,0.0,0.0,0.0,0.0,30.67,0.0,37.37,0.0,0.0,0.0,0.0,0.0,50.31,17.87,0.0,0.0,33.09,0.0,0.0,0.0,32.71,0.0,0.0,0.0,34.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.05,0.0,34.96,37.01,0.0,0.0,0.0,0.0,0.0,0.0,25.57,0.0
277,33.76,24.5,0.0,34.37,0.0,0.0,0.0,61.86,0.0,17.94,0.0,0.0,0.0,0.0,0.0,0.0,31.12,66.31,0.0,36.06,0.0,33.47,0.0,0.0,55.4,37.69,0.0,32.8,26.99,0.0,0.0,49.68,33.07,0.0,0.0,55.24,0.0,0.0,34.93,42.37,0.0,26.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.14,0.0,22.08,46.68,0.0,0.0,47.35,0.0,46.94,56.46,0.0,0.0,0.0,0.0,0.0,44.14,0.0,30.31,0.0,63.88,0.0,32.96,0.0,0.0,0.0,47.6,52.01,0.0,28.84,0.0,31.21,0.0,0.0,0.0,42.27,0.0,0.0,0.0,39.33,0.0,0.0,0.0,16.1,0.0,0.0,45.81
278,0.0,24.44,28.0,0.0,35.45,0.0,49.32,0.0,0.0,23.76,0.0,0.0,38.71,33.37,61.7,0.0,0.0,27.45,0.0,0.0,63.77,0.0,37.69,57.52,0.0,58.89,0.0,41.09,0.0,40.33,0.0,0.0,45.55,0.0,0.0,0.0,0.0,45.77,0.0,0.0,37.72,0.0,0.0,0.0,0.0,22.49,0.0,18.98,0.0,0.0,31.41,0.0,0.0,0.0,0.0,35.47,0.0,32.77,0.0,0.0,46.43,0.0,0.0,0.0,38.6,0.0,36.44,56.32,0.0,44.95,47.89,45.6,0.0,31.58,0.0,0.0,47.25,0.0,0.0,21.46,37.4,36.29,0.0,0.0,0.0,50.06,0.0,0.0,0.0,0.0,31.1,50.83,0.0,0.0,35.06,0.0,0.0,0.0,0.0,0.0
279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.76,0.0,0.0,0.0,0.0,0.0,40.3,0.0,0.0,30.13,42.64,0.0,0.0,28.93,0.0,0.0,53.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.27,0.0,48.93,0.0,36.64,28.02,35.58,31.42,0.0,51.79,21.5,40.54,0.0,16.84,51.53,0.0,0.0,42.92,24.1,0.0,0.0,0.0,47.76,44.01,0.0,0.0,26.35,0.0,62.96,0.0,0.0,50.32,0.0,46.07,30.55,0.0,28.24,0.0,0.0,0.0,0.0,36.95,0.0,34.68,61.56,0.0,0.0,0.0,55.42,0.0,35.23
280,27.8,23.88,0.0,37.66,0.0,28.31,0.0,0.0,51.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.69,39.62,0.0,38.68,0.0,32.32,0.0,0.0,19.24,0.0,0.0,0.0,0.0,0.0,36.35,0.0,39.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.17,33.28,33.15,0.0,0.0,0.0,0.0,0.0,0.0,28.32,57.37,0.0,0.0,24.05,32.43,0.0,45.48,45.34,0.0,0.0,0.0,73.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.03,43.22,36.61,0.0,41.21,24.14,0.0,0.0,0.0,0.0,39.09,73.21,0.0,38.57,35.97,0.0,0.0,35.6,49.84,0.0,27.33,0.0,48.92,0.0,0.0,0.0,0.0,0.0
281,23.78,0.0,75.27,0.0,0.0,0.0,33.64,0.0,0.0,0.0,55.04,0.0,0.0,39.99,32.33,0.0,0.0,24.84,0.0,32.71,0.0,0.0,0.0,19.95,37.06,48.58,0.0,0.0,41.28,0.0,0.0,0.0,42.09,27.3,0.0,0.0,0.0,0.0,67.66,53.84,0.0,0.0,0.0,0.0,38.81,0.0,0.0,0.0,57.17,0.0,26.79,0.0,41.21,0.0,0.0,0.0,48.98,0.0,36.12,0.0,0.0,0.0,53.5,0.0,0.0,0.0,22.17,38.84,29.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.88,12.37,0.0,0.0,34.83,21.26,0.0,27.54,0.0
282,29.24,0.0,0.0,0.0,0.0,0.0,0.0,30.59,0.0,36.21,0.0,36.7,0.0,0.0,0.0,58.7,0.0,35.98,33.79,0.0,0.0,0.0,0.0,0.0,43.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.18,0.0,0.0,0.0,0.0,0.0,29.79,0.0,0.0,0.0,51.18,0.0,55.73,34.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.9,0.0,0.0,30.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.94,0.0,0.0,0.0,0.0,44.07,0.0,0.0,0.0,0.0,0.0,37.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.28,0.0,48.16,43.24,52.56,0.0,27.28
283,24.69,29.74,65.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.84,0.0,34.94,0.0,0.0,38.35,0.0,0.0,0.0,0.0,0.0,45.37,0.0,0.0,0.0,28.03,0.0,0.0,0.0,0.0,47.35,0.0,39.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.03,0.0,51.93,0.0,0.0,32.64,42.02,0.0,40.13,0.0,0.0,0.0,0.0,0.0,0.0,40.83,0.0,0.0,0.0,0.0,37.14,0.0,0.0,0.0,39.79,0.0,38.63,0.0,0.0,54.77,0.0,36.4,0.0,0.0,0.0,0.0,21.2,33.65,49.72,0.0,0.0,41.28,0.0,0.0,0.0,0.0,0.0,43.4,0.0
284,42.07,0.0,36.09,19.98,0.0,0.0,33.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.69,0.0,35.38,0.0,0.0,0.0,0.0,27.94,37.32,0.0,29.36,0.0,48.13,37.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.78,0.0,0.0,0.0,75.53,0.0,0.0,0.0,67.38,0.0,47.0,29.8,32.32,0.0,0.0,0.0,33.67,38.83,0.0,60.59,0.0,43.57,0.0,0.0,0.0,0.0,20.2,33.29,67.08,0.0,0.0,0.0,0.0,52.05,0.0,32.91,0.0,0.0,0.0,0.0,33.07,0.0,0.0,47.4,30.65,0.0,0.0,62.19,0.0,44.88,0.0,0.0,0.0,0.0,15.81,0.0,0.0,0.0,0.0,0.0,40.41,0.0
285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.82,60.27,0.0,0.0,0.0,0.0,39.17,38.87,27.03,61.39,0.0,38.27,0.0,0.0,34.06,0.0,0.0,33.55,0.0,0.0,0.0,0.0,0.0,36.04,26.97,0.0,0.0,50.86,0.0,63.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.75,0.0,0.0,0.0,0.0,0.0,48.66,0.0,30.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.18,0.0,0.0,54.11,34.92,59.2,0.0,0.0,41.38,0.0,43.26,21.09,32.04,0.0,0.0,0.0,28.4,0.0,0.0,0.0,70.91,0.0,25.75,27.39,0.0,41.14,0.0,0.0,0.0,0.0,0.0,0.0,47.45,0.0,0.0,0.0,0.0,0.0
286,53.91,0.0,19.33,0.0,0.0,0.0,25.5,0.0,0.0,0.0,0.0,0.0,18.35,26.51,0.0,29.19,48.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.76,46.66,30.17,0.0,0.0,18.0,0.0,28.4,0.0,0.0,35.01,0.0,31.46,29.66,0.0,31.48,39.4,0.0,25.92,45.67,0.0,0.0,0.0,0.0,37.8,0.0,0.0,46.21,48.37,0.0,33.16,0.0,0.0,0.0,0.0,0.0,0.0,49.94,0.0,0.0,37.96,67.53,0.0,33.61,0.0,49.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.25,0.0,0.0,0.0,0.0,0.0,0.0,37.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.57,0.0,0.0,53.09,0.0
287,0.0,36.88,43.51,0.0,28.52,43.26,0.0,33.35,0.0,35.38,0.0,0.0,55.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.39,0.0,0.0,36.2,18.45,0.0,0.0,0.0,0.0,0.0,44.55,44.04,49.55,0.0,48.3,22.69,0.0,64.59,0.0,0.0,0.0,0.0,0.0,51.45,0.0,0.0,0.0,0.0,0.0,0.0,35.93,22.27,25.23,0.0,0.0,0.0,49.46,44.39,0.0,0.0,0.0,26.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.36,0.0,49.01,0.0,0.0,53.4,41.61,0.0,41.44,0.0,0.0,0.0,0.0,0.0,24.88,0.0,0.0,0.0,0.0,0.0,0.0,60.21,68.18,0.0,48.26,0.0,0.0,0.0
288,0.0,0.0,37.72,0.0,0.0,0.0,0.0,0.0,0.0,60.23,36.11,45.61,0.0,44.16,36.71,0.0,49.21,43.28,24.45,42.05,0.0,77.19,0.0,0.0,63.91,0.0,0.0,0.0,65.86,0.0,49.09,0.0,34.46,0.0,18.51,0.0,0.0,32.51,53.63,0.0,0.0,0.0,0.0,0.0,0.0,28.73,0.0,50.69,42.86,53.68,0.0,0.0,0.0,0.0,0.0,0.0,44.66,0.0,0.0,26.94,0.0,0.0,0.0,37.4,31.07,0.0,0.0,0.0,47.43,0.0,57.97,0.0,0.0,0.0,64.41,37.09,0.0,0.0,0.0,0.0,0.0,0.0,36.69,0.0,40.52,36.72,43.06,0.0,0.0,0.0,23.15,0.0,0.0,0.0,0.0,21.87,0.0,29.15,0.0,0.0
289,26.13,0.0,44.28,0.0,0.0,18.3,0.0,0.0,0.0,0.0,0.0,47.84,0.0,0.0,27.64,0.0,0.0,0.0,0.0,0.0,0.0,42.03,38.16,0.0,60.61,0.0,27.55,0.0,0.0,0.0,0.0,0.0,33.2,25.45,56.96,33.73,0.0,40.15,0.0,0.0,24.29,0.0,0.0,0.0,43.85,17.02,50.13,52.77,31.95,56.14,0.0,41.9,0.0,64.6,0.0,0.0,0.0,0.0,22.67,61.68,0.0,0.0,0.0,41.16,22.89,0.0,0.0,0.0,0.0,0.0,46.21,31.47,0.0,44.58,0.0,41.54,0.0,60.54,0.0,30.14,0.0,43.88,0.0,0.0,0.0,0.0,0.0,0.0,60.82,50.05,0.0,21.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
290,53.67,0.0,0.0,41.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.86,0.0,0.0,0.0,0.0,0.0,0.0,55.44,0.0,28.07,52.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.31,74.91,0.0,0.0,0.0,0.0,51.86,0.0,42.59,0.0,0.0,43.52,0.0,0.0,61.36,28.45,0.0,0.0,45.7,0.0,0.0,31.38,30.54,0.0,0.0,0.0,0.0,0.0,51.11,0.0,22.85,0.0,30.1,0.0,63.28,0.0,50.07,0.0,42.48,41.83,0.0,0.0,0.0,32.41,0.0,58.14,0.0,0.0,0.0,0.0,0.0,35.23,49.43,0.0,55.9,0.0,48.02,0.0,65.75,0.0,0.0,0.0,0.0,29.64,42.03,27.46
